year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_val,max_torque_rpm,brand,model,conf
2019,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15,998,118.35,5,171.6,2750.0,Hyundai,Venue,SX Plus Turbo DCT BSIV
2010,400000,30000,Petrol,Individual,Manual,First Owner,15.6,1196,70.0,5,102.0,4000.0,Ford,Figo,EXI
2008,235000,152500,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti,Swift,Ldi BSIII
2018,850000,9500,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,260.0,2125.0,Tata,Nexon,1 5 Revotorq XM
2005,180000,49455,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LXi BSIII
2010,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,219.67,2250.0,Hyundai,i20,1 4 CRDi Era
2016,270000,100000,Petrol,Individual,Manual,Third Owner,15.37,1196,73.0,7,101.0,3000.0,Maruti,Eeco,7 Seater Standard BSIV
2003,130000,80000,Petrol,Individual,Manual,Third Owner,14.2,1597,92.0,5,1274.86,2500.0,Ford,Ikon,1 6 Really Sport
2012,175000,90000,Diesel,Individual,Manual,Third Owner,19.4,1405,70.0,5,135.4,2500.0,Tata,Indica,Vista TDI LS
2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,5,200.0,2750.0,Mahindra,XUV300,W8 Option BSIV
2014,465000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire VDI
2014,650000,65000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,195.0,1800.0,Mahindra,Bolero,2011 2019 SLX
2017,880000,25000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti,Vitara,Brezza ZDi Plus
2010,285000,155000,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,5,145.0,4100.0,Maruti,SX4,ZXI MT BSIV Leather
2012,1680000,129627,Diesel,Dealer,Manual,First Owner,11.5,2982,171.0,7,343.0,2400.0,Toyota,Fortuner,3 0
2012,280000,120000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,250.0,2000.0,Volkswagen,Vento,Highline
2012,300000,54000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,160.0,2000.0,Ford,Figo,EXI
2005,90000,100000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LX
2014,225000,120000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,5,190.0,2375.0,Tata,Indica,Vista Quadrajet VX Tech
2007,65000,120000,Diesel,Individual,Manual,Third Owner,17.2,1396,53.5,5,83.36,2500.0,Tata,Indica,V2 DLS
2015,850000,173000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,2200.0,Mahindra,XUV500,W8 4WD
2011,550000,80000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9,290.0,2300.0,Mahindra,Scorpio,LX
2013,300000,57000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,90.0,3500.0,Maruti,Wagon,R VXI BS IV
2015,390000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti,Wagon,R VXI BS IV
2019,500000,60000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,113.75,4000.0,Hyundai,Xcent,1 2 VTVT E
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,110.0,4800.0,Honda,Jazz,VX
2017,425000,42000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata,Tiago,1 2 Revotron XZ
2006,100000,42500,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LX
2017,550000,46000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti,Baleno,Delta 1 2
2014,290000,60000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5,109.0,4500.0,Honda,Brio,S MT
2011,360000,100000,Diesel,Individual,Manual,First Owner,18.3,1991,147.9,5,327.0,2600.0,Chevrolet,Cruze,LTZ
2013,1000000,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995,148.0,5,320.0,2000.0,Renault,Koleos,2 0
2013,525000,110000,Diesel,Individual,Manual,Second Owner,13.7,2179,138.1,7,320.0,2200.0,Tata,Aria,Pride
2017,957000,60000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,219.7,2125.0,Hyundai,Creta,1 4 CRDi Base
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5,400.0,2400.0,Volvo,XC40,D4 Inscription BSIV
2011,390000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6,2523,63.0,7,180.0,1470.0,Mahindra,Bolero,DI BSIII
2020,350000,5000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2012,195000,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Magna Plus
2008,80000,100000,Petrol,Individual,Manual,Third Owner,17.3,1061,64.0,5,84.34,3500.0,Maruti,Wagon,R LX BSIII
2013,2000000,35000,Diesel,Individual,Automatic,Second Owner,17.68,1968,174.33,5,380.0,2125.0,Audi,A6,2 0 TDI Premium Plus
2016,725000,54000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti,Ertiga,SHVS ZDI Plus
2017,710000,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,2200.0,Mahindra,TUV,300 T8
2010,1200000,35000,Petrol,Individual,Automatic,Second Owner,10.93,2497,204.0,5,245.0,5000.0,Mercedes,Benz,E Class E 250 Elegance
2017,300000,8000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Era Plus
2016,765000,80000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0,Honda,City,i DTec E
2019,990000,15000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5,151.0,4850.0,Hyundai,Verna,VTVT 1 6 SX
2011,180000,70000,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,5,124.6,3500.0,Hyundai,Accent,Executive
2012,385000,116000,Petrol,Individual,Manual,First Owner,15.0,1598,103.5,5,153.0,3800.0,Skoda,Rapid,1 6 MPI Elegance
2014,250000,40000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5,90.0,3500.0,Maruti,A,Star Vxi
2012,170000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5,135.0,2500.0,Tata,Indigo,CS LS TDI BS III
2017,975000,41000,Diesel,Dealer,Manual,First Owner,20.5,1582,126.2,5,259.87,2250.0,Hyundai,Creta,1 6 SX
2016,805000,49900,Petrol,Dealer,Manual,First Owner,16.3,1797,147.5,5,177.5,4700.0,Hyundai,Elantra,S
2015,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire VDI Optional
2019,681000,10000,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,5,120.0,4250.0,Ford,Freestyle,Trend BSIV
2017,650000,32331,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,219.7,2125.0,Hyundai,i20,1 4 Sportz
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,200.0,2400.0,Toyota,Innova,2 5 VX 7 Seater
2014,361000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5,104.0,4400.0,Nissan,Micra,XV CVT
2017,800000,60000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6,247.0,1900.0,Mahindra,Thar,CRDe
2019,600000,7500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti,Swift,AMT VXI
2015,1400000,170000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,200.0,2400.0,Toyota,Innova,2 5 ZX 7 Seater BSIII
2014,300000,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai,i10,Magna 1 1L
2015,1000000,50000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,200.0,2400.0,Toyota,Innova,2 5 GX 8 Seater
2015,500000,126000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,219.66,2125.0,Hyundai,i20,Active 1 4
2009,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5,146.12,3000.0,Hyundai,Verna,XXi ABS
2014,550000,110000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5,200.0,1750.0,Honda,City,i DTEC S
2009,195000,56000,Petrol,Dealer,Manual,Second Owner,19.3,1248,81.86,5,160.0,2400.0,Hyundai,Santro,GLS I Euro II
2009,160000,70000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LXi
2018,450000,35000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,114.0,3500.0,Tata,Tigor,1 2 Revotron XT
2018,550000,5000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti,Swift,Dzire LXI 1 2 BS IV
2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,Maruti,Wagon,R LXI
2003,200000,120000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,7,290.0,2300.0,Mahindra,Scorpio,2 6 SLX Turbo 7 Seater
2017,480000,55000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,115.0,4000.0,Maruti,Swift,Dzire LXI
2009,250000,105000,Petrol,Individual,Automatic,Second Owner,12.9,1799,130.0,5,172.0,4300.0,Honda,Civic,1 8 V AT
2016,550000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,Maruti,Swift,VXI Optional
2012,135000,120000,Diesel,Individual,Manual,Second Owner,19.0,1405,71.0,5,135.0,2500.0,Tata,Indica,V2 Turbomax DLS BS IV
2013,400000,44500,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5,200.0,1900.0,Renault,Duster,85PS RxL Optional
2017,775000,32000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti,Vitara,Brezza ZDi Plus Dual Tone
2015,530000,110000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5,200.0,2000.0,Renault,Scala,RxE
2017,1100000,20000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,320.0,2250.0,Tata,Safari,Storme EX
2018,750000,17000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,2500.0,Ford,EcoSport,1 5 Ambiente BSIV
2016,350000,49600,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,6,190.0,2000.0,Mahindra,KUV,100 mFALCON D75 K8
2016,470000,13500,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai,Grand,i10 Sportz
2016,1898999,46000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5,400.0,2375.0,Audi,A4,35 TDI Premium Plus
2011,190000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,Ford,Figo,Titanium
2014,645000,139000,Diesel,Individual,Automatic,First Owner,11.79,2179,120.0,8,290.0,2300.0,Mahindra,Scorpio,VLX 2WD ABS AT BSIII
2017,875000,77524,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5,204.0,2375.0,Ford,Ecosport,1 5 DV5 MT Titanium Optional
2013,680000,37500,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,200.0,1750.0,Maruti,Ertiga,ZDI
2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai,Grand,i10 Asta
2013,434999,120000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5,200.0,2000.0,Renault,Scala,RxZ
2018,750000,22000,Diesel,Individual,Manual,First Owner,21.03,1461,65.0,5,160.0,2000.0,Mahindra,Verito,1 5 D4 BSIV
2010,148000,70000,Petrol,Individual,Manual,Third Owner,14.7,1150,76.0,5,109.83,4400.0,Chevrolet,Aveo,U VA 1 2
2016,459999,60000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5,115.0,4000.0,Maruti,Swift,Dzire VXI
2014,525000,78000,Diesel,Dealer,Manual,Second Owner,15.05,2179,147.9,7,320.0,2250.0,Tata,Aria,Pure LX 4x2
2012,260000,31000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti,Wagon,R VXI BSIII
2015,615000,72000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,2125.0,Hyundai,i20,Sportz Option 1 4 CRDi
2017,330000,90000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,101.0,3000.0,Maruti,Eeco,5 Seater AC BSIV
2017,328000,68000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5,114.0,3500.0,Tata,Tiago,1 2 Revotron XT
2011,114999,172000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5,85.0,2500.0,Tata,Indica,V2 DLE BSIII
2017,1789999,36000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,8,343.0,2100.0,Toyota,Innova,Crysta 2 4 VX MT 8S BSIV
2015,320000,91000,Diesel,Individual,Manual,Third Owner,24.4,1120,71.0,5,180.4,2125.0,Hyundai,Xcent,1 1 CRDi Base
2017,400000,65000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,90.0,3500.0,Maruti,Wagon,R VXI BS IV
2013,275000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Era Plus
2011,420000,28100,Petrol,Individual,Manual,First Owner,19.3,1248,81.86,5,160.0,2400.0,Toyota,Etios,V
2017,1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794,138.1,5,173.0,4000.0,Toyota,Corolla,Altis 1 8 VL AT
2013,375000,212000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5,200.0,2000.0,Nissan,Sunny,XV
2010,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LX
1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298,85.0,5,110.0,4500.0,Maruti,Esteem,LX BSIII
2016,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai,Grand,i10 Magna
2012,275000,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,Maruti,Alto,K10 2010 2014 VXI
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,400.0,2125.0,BMW,X4,M Sport X xDrive20d
2018,900000,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5,200.0,1750.0,Honda,WR,V i DTEC VX
2016,2100000,80000,Diesel,Individual,Automatic,First Owner,10.91,3198,197.0,7,470.0,2125.0,Ford,Endeavour,3 2 Titanium AT 4X4
2015,130000,60000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,4,51.0,2250.0,Tata,Nano,LX
2018,500000,60000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6,115.0,3550.0,Mahindra,KUV,100 G80 K8 Dual Tone
2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,5,620.0,2000.0,Mercedes,Benz,S Class S 350 CDI
2018,450000,35000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5,114.0,3500.0,Tata,Tigor,1 2 Revotron XT
2016,480000,30000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5,160.0,2125.0,Hyundai,Grand,i10 CRDi Sportz
2018,1150000,44000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,259.9,2325.0,Hyundai,Creta,1 6 CRDi AT SX Plus
2011,270000,105000,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,5,219.67,2250.0,Hyundai,i20,1 4 CRDi Magna
2016,1525000,42163,Diesel,Dealer,Automatic,Second Owner,11.36,2755,171.5,7,360.0,2300.0,Toyota,Innova,Crysta 2 8 ZX AT BSIV
2007,45000,73257,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,AC
2009,150000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,Std
2017,670000,50000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,200.0,1750.0,Honda,Jazz,1 5 S i DTEC
2017,615000,40000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,5,110.0,4800.0,Honda,Jazz,1 2 V AT i VTEC Privilege
2016,260000,65000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2016,425000,120000,Diesel,Individual,Manual,Third Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire LDI
2016,575000,53000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,219.7,2125.0,Hyundai,i20,Asta Option 1 4 CRDi
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,110.0,4800.0,Honda,Jazz,VX
2010,300000,48000,Petrol,Individual,Manual,First Owner,15.8,1172,65.0,5,96.0,3000.0,Tata,Indica,Vista Aura 1 2 Safire ABS BS IV
2013,370000,120000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5,113.7,4000.0,Hyundai,i20,Asta 1 2
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,90.0,3500.0,Maruti,Wagon,R LXI
2008,148000,80000,LPG,Individual,Manual,Second Owner,12.814814814814815,1061,57.5,5,76.49,4500.0,Maruti,Wagon,R LXI DUO BSIII
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,110.0,4800.0,Honda,Jazz,VX
2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,7,320.0,2200.0,Tata,New,Safari DICOR 2 2 EX 4x2
2018,275000,20000,Petrol,Individual,Automatic,First Owner,23.0,999,67.0,5,91.0,4250.0,Datsun,RediGO,AMT 1 0 S
2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 VXI
2017,220000,40000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8,59.0,2500.0,Maruti,Omni,E MPI STD BS IV
2014,355000,121000,Petrol,Dealer,Manual,First Owner,19.1,1197,82.0,5,114.0,4000.0,Hyundai,Xcent,1 2 Kappa S
1998,68000,110000,Petrol,Individual,Manual,Third Owner,13.1,1598,77.0,5,121.0,2800.0,Opel,Astra,1 6
2014,220000,100000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti,Alto,K10 VXI
2013,550000,100600,Diesel,Individual,Manual,Third Owner,20.46,1461,83.8,5,200.0,1900.0,Renault,Duster,85PS RxL Optional
2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179,118.35,7,250.0,2250.0,Tata,Sumo,MKII GX BS IV
2013,350000,70000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,5,219.6,2125.0,Hyundai,i20,Magna 1 4 CRDi
2011,160000,100000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,7,101.0,3000.0,Maruti,Eeco,7 Seater Standard BSIV
2017,400000,30000,Petrol,Individual,Automatic,Second Owner,23.1,998,67.04,5,90.0,3500.0,Maruti,Celerio,VXI AT
2013,355000,68000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,5,205.0,1750.0,Chevrolet,Sail,Hatchback
2010,425000,83585,Diesel,Dealer,Manual,First Owner,21.43,1364,87.2,5,205.0,2300.0,Toyota,Corolla,Altis D4DG
2015,480000,87847,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti,Swift,VDI
2017,630000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai,i20,1 2 Asta Option
2019,1000000,22000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,5,200.0,2750.0,Mahindra,XUV300,W8 Option BSIV
2011,350000,93500,Diesel,Individual,Manual,Second Owner,18.6,1388,67.0,5,160.0,2000.0,Ford,Fiesta,Classic 1 4 Duratorq LXI
2018,775000,47000,Petrol,Dealer,Manual,Second Owner,16.02,1373,93.7,7,130.0,4000.0,Maruti,Ertiga,VXI
2017,1650000,50000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,350.0,2125.0,Jeep,Compass,2 0 Limited
2018,570000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai,i20,1 2 Spotz
2012,400000,58400,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti,Swift,Dzire VDi
2017,735000,70000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,2200.0,Mahindra,TUV,300 T8
2017,670000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,2125.0,Hyundai,i20,1 4 Sportz
2019,930000,15000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,200.0,1750.0,Maruti,S,Cross 2017 2020 Zeta DDiS 200 SH
2010,165000,56000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,5,96.1,3000.0,Hyundai,Santro,Xing GLS
2007,80000,63000,Petrol,Individual,Automatic,Third Owner,18.9,1061,67.0,5,84.0,3500.0,Maruti,Wagon,R AX Minor
2011,260000,65000,Petrol,Individual,Automatic,Third Owner,12.6,1586,103.3,5,145.0,4100.0,Maruti,SX4,ZXI AT
2016,770000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,2200.0,Mahindra,TUV,300 T8
2010,125000,60000,Petrol,Individual,Manual,First Owner,15.26,1150,74.9,5,110.0,4400.0,Chevrolet,Aveo,U VA 1 2 LS
2015,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,7,400.0,2250.0,Mitsubishi,Pajero,Sport Anniversary Edition
2018,438999,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata,Tiago,1 2 Revotron XT
2018,1180000,5500,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5,145.0,4600.0,Honda,City,i VTEC VX
2015,649000,39000,Petrol,Dealer,Manual,First Owner,17.4,1497,117.3,5,145.0,4600.0,Honda,City,i VTEC VX Option
2009,140000,140000,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,5,160.0,2000.0,Ford,Ikon,1 4 TDCi DuraTorq
2001,52000,70000,Petrol,Individual,Manual,Second Owner,19.3,1248,81.86,5,160.0,2400.0,Hyundai,Santro,GLS I Euro II
2017,500000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5,104.0,4000.0,Nissan,Micra,Fashion Edition XL CVT
2008,365000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,8,290.0,2300.0,Mahindra,Scorpio,SLX 4WD LE
2007,600000,260000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,7,200.06,2400.0,Toyota,Innova,2 5 V 7 seater
2012,175000,60000,Petrol,Individual,Manual,Third Owner,19.3,1248,81.86,5,160.0,2400.0,Maruti,Omni,E 8 Str STD
2012,415000,125000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5,205.0,2300.0,Toyota,Corolla,Altis D4DG
2011,250000,140000,Petrol,Individual,Automatic,Second Owner,14.4,1598,103.6,5,153.0,3800.0,Volkswagen,Vento,Highline AT
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,350.0,2125.0,Volvo,V40,D3 R Design
2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai,i20,Magna 1 2
2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5,122.58,3500.0,Hyundai,Accent,GLE
2017,660000,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,195.0,1800.0,Mahindra,Bolero,Power Plus LX
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,350.0,2125.0,Volvo,V40,D3 R Design
2011,300000,119000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,5,305.0,2000.0,Chevrolet,Optra,Magnum 2 0 LT
2016,250000,110000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Era Plus
2014,250000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Magna Plus
2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,153.0,3800.0,Skoda,Rapid,1 6 MPI AT Elegance
2015,499000,61000,Diesel,Dealer,Manual,Second Owner,22.71,1461,84.8,5,200.0,2000.0,Nissan,Sunny,XV D
2012,220000,70000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5,190.0,2000.0,Maruti,Ritz,VDi
2014,999000,25000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,9,280.0,2300.0,Mahindra,Scorpio,S4 9 Seater
2015,320000,50000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,90.0,3500.0,Maruti,Wagon,R LXI BS IV
2003,55599,36088,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,EX BSII
2013,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,5,219.6,2125.0,Hyundai,i20,Asta 1 4 CRDi
2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti,Baleno,Alpha 1 3
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,350.0,2125.0,Volvo,V40,D3 R Design
2015,600000,135000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,205.0,2500.0,Ford,EcoSport,1 5 TDCi Titanium BSIV
2017,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,2375.0,Ford,Figo,1 5D Base MT
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,400.0,2125.0,BMW,X4,M Sport X xDrive20d
2012,300000,120000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5,113.7,4000.0,Hyundai,i20,Sportz 1 2
2013,300000,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti,Swift,VDI
2012,150000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,150.0,1750.0,Chevrolet,Beat,LT
2013,200000,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Magna Plus
2015,600000,60000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,320.0,2200.0,Tata,Safari,DICOR 2 2 EX 4x2
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,110.0,4800.0,Honda,Amaze,V CVT BSIV
2014,160000,90000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,140.0,2400.0,Tata,Indica,V2 eLS
2008,165000,120000,Diesel,Individual,Manual,Third Owner,14.8,1998,68.0,5,122.58,3000.0,Mitsubishi,Lancer,2 0 GLd
